problem_id,problem_set_id,problem_part,problem_type,answer_types,normalized_text,math_preserving_text,answer_key,domain_family,node_codes,node_names,total_interactions,unique_students,clean_first_attempt_interactions,nonempty_answer_count,saw_answer_rate,mean_hint_count,discrete_score_mean,top_answer_surfaces_json,split,reason_codes
138970,PSB4FT,4,Fill-in-the-blank(s),Numeric,"At this rate, how much would Lin be paid for 3 hours of work? $","At this rate, how much would Lin be paid for 3 hours of work? $",54,ratio_percent,6.RP.A.3a,Create Tables to Compare Equivalent Ratios,192,191,162,192,0.1354166666666666,0.0625,0.8125,"[{""answer_norm"": ""54"", ""n"": 166}, {""answer_norm"": ""30"", ""n"": 4}, {""answer_norm"": ""144"", ""n"": 2}, {""answer_norm"": ""36"", ""n"": 2}, {""answer_norm"": ""54.00"", ""n"": 2}]",validation,
141837,PSB4W4,2,Fill-in-the-blank(s),Numeric,Find the value of the unknown that makes the equation true. 18 = 3 + x x =,Find the value of the unknown that makes the equation true. 18 = 3 + x x =,15,equation_algebra,6.EE.B.7,Write & Solve 1-Step Equations,202,195,177,202,0.1138613861386138,0.0297029702970297,0.7920792079207921,"[{""answer_norm"": ""15"", ""n"": 171}, {""answer_norm"": ""6"", ""n"": 18}, {""answer_norm"": ""18"", ""n"": 4}, {""answer_norm"": ""12"", ""n"": 2}, {""answer_norm"": ""16"", ""n"": 2}]",model_dev,
142047,PSB4W4,4,Fill-in-the-blank(s),Numeric,Find the value of the unknown that makes the equation true. 18 = 3 ⋅ y y =,Find the value of the unknown that makes the equation true. 18 = 3 * y y =,6,equation_algebra,6.EE.B.7,Write & Solve 1-Step Equations,200,195,180,200,0.095,0.03,0.84,"[{""answer_norm"": ""6"", ""n"": 178}, {""answer_norm"": ""15"", ""n"": 7}, {""answer_norm"": ""5"", ""n"": 5}, {""answer_norm"": ""18"", ""n"": 4}, {""answer_norm"": ""9"", ""n"": 2}]",model_dev,
142055,PSB4YV,1,Fill-in-the-blank(s),Numeric,"A store is having a 20%-off sale on all merchandise. If Mai buys one item and saves $13, what was the original price of her purchase? $","A store is having a 20%-off sale on all merchandise. If Mai buys one item and saves $13, what was the original price of her purchase? $",65,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,1388,1351,1052,1388,0.1671469740634005,0.1930835734870317,0.649135446685879,"[{""answer_norm"": ""65"", ""n"": 1009}, {""answer_norm"": ""2.6"", ""n"": 48}, {""answer_norm"": ""16.25"", ""n"": 29}, {""answer_norm"": ""52"", ""n"": 28}, {""answer_norm"": ""26"", ""n"": 19}]",model_dev,
142483,PSB43J,1,Fill-in-the-blank(s),Numeric,"The original price of a scarf was $16. During a store-closing sale, a shopper saved $12 on the scarf. What percentage discount did she receive? %","The original price of a scarf was $16. During a store-closing sale, a shopper saved $12 on the scarf. What percentage discount did she receive? %",75,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,1298,1263,1006,1298,0.187211093990755,0.1640986132511556,0.6063174114021571,"[{""answer_norm"": ""75"", ""n"": 863}, {""answer_norm"": ""25"", ""n"": 134}, {""answer_norm"": ""80"", ""n"": 42}, {""answer_norm"": ""4"", ""n"": 28}, {""answer_norm"": ""40"", ""n"": 27}]",validation,
143514,PSB5BE,1,Fill-in-the-blank(s),Numeric,Han spent 75 minutes practicing the piano over the weekend. Priya practiced the violin for 152% as much time as Han practiced the piano. How long did she practice? minutes,Han spent 75 minutes practicing the piano over the weekend. Priya practiced the violin for 152% as much time as Han practiced the piano. How long did she practice? minutes,114,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,1060,1051,789,1060,0.2235849056603773,0.1566037735849056,0.6160377358490566,"[{""answer_norm"": ""114"", ""n"": 751}, {""answer_norm"": ""144"", ""n"": 31}, {""answer_norm"": ""189"", ""n"": 13}, {""answer_norm"": ""114.00"", ""n"": 9}, {""answer_norm"": ""11400"", ""n"": 9}]",model_dev,
143860,PSB5BE,3,Fill-in-the-blank(s),Numeric,Han spent 75 minutes practicing the piano over the weekend. Tyler practiced the clarinet for 64% as much time as Han practiced the piano. How long did he practice? minutes,Han spent 75 minutes practicing the piano over the weekend. Tyler practiced the clarinet for 64% as much time as Han practiced the piano. How long did he practice? minutes,48,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,1037,1029,775,1037,0.2150433944069431,0.1562198649951784,0.6692381870781099,"[{""answer_norm"": ""48"", ""n"": 812}, {""answer_norm"": ""72.96"", ""n"": 26}, {""answer_norm"": ""480"", ""n"": 10}, {""answer_norm"": ""133"", ""n"": 9}, {""answer_norm"": ""64"", ""n"": 7}]",model_dev,
144489,PSB5DV,2,Fill-in-the-blank(s),Numeric,An ant travels at a constant rate of 30 cm every 2 minutes. At what speed does the ant travel per minute? centimeters per inch,An ant travels at a constant rate of 30 cm every 2 minutes. At what speed does the ant travel per minute? centimeters per inch,15,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,1065,1039,880,1065,0.1539906103286385,0.060093896713615,0.7699530516431925,"[{""answer_norm"": ""15"", ""n"": 884}, {""answer_norm"": ""1/15"", ""n"": 45}, {""answer_norm"": ""15/1"", ""n"": 29}, {""answer_norm"": ""4"", ""n"": 13}, {""answer_norm"": ""1"", ""n"": 9}]",model_dev,
146750,PRABEPN8,1,Fill-in-the-blank(s),Numeric,"The high school is hosting an event for seniors but will also allow some juniors to attend. The principal approved the event for 200 students and decided the number of juniors should be 25% of the number of seniors. How many juniors will be allowed to attend? If you get stuck, try writing two equations that each represent the number of juniors and seniors at the event. juniors","The high school is hosting an event for seniors but will also allow some juniors to attend. The principal approved the event for 200 students and decided the number of juniors should be 25% of the number of seniors. How many juniors will be allowed to attend? If you get stuck, try writing two equations that each represent the number of juniors and seniors at the event. juniors",40,equation_algebra,8.EE.C.8c,Solve Systems of Linear Equations Word Problems,528,526,287,528,0.4564393939393939,0.2386363636363636,0.4166666666666667,"[{""answer_norm"": ""40"", ""n"": 303}, {""answer_norm"": ""50"", ""n"": 157}, {""answer_norm"": ""160"", ""n"": 13}, {""answer_norm"": ""200"", ""n"": 7}, {""answer_norm"": ""8"", ""n"": 6}]",test,
146938,PSB5TR,1,Fill-in-the-blank(s),Algebraic Expression,Write the other side of this equation so it's true for all values of x: 1 2 ( 6 x − 10 ) − x =,Write the other side of this equation so it's true for all values of x: 1 / 2 (6 x - 10) - x =,2x-5,equation_algebra,8.EE.C.7a,"Solve Linear Equations with One, Multiple or No Solutions",807,796,580,807,0.2726146220570012,0.117719950433705,0.5985130111524164,"[{""answer_norm"": ""2x-5"", ""n"": 339}, {""answer_norm"": ""3x-5-x"", ""n"": 148}, {""answer_norm"": ""1/2(6x-10)-x"", ""n"": 62}, {""answer_norm"": ""3x-5"", ""n"": 37}, {""answer_norm"": ""(3x-5)-x"", ""n"": 15}]",model_dev,
147205,PRABFAHC,1,Fill-in-the-blank(s),Numeric,"Clare is paid $90 for 5 hours of work. At this rate, how many seconds does it take for her to earn 25 cents? seconds","Clare is paid $90 for 5 hours of work. At this rate, how many seconds does it take for her to earn 25 cents? seconds",50,ratio_percent,6.RP.A.3a,Create Tables to Compare Equivalent Ratios,1196,1166,544,1196,0.4724080267558528,0.4339464882943143,0.3469899665551839,"[{""answer_norm"": ""50"", ""n"": 598}, {""answer_norm"": ""18"", ""n"": 78}, {""answer_norm"": ""5"", ""n"": 49}, {""answer_norm"": ""1"", ""n"": 25}, {""answer_norm"": ""3.6"", ""n"": 23}]",validation,
148754,PRABEDB7,1,Fill-in-the-blank(s),Numeric,Solve the equation and check your solution. 3 x − 6 = 4 ( 2 − 3 x ) − 8 x x =,Solve the equation and check your solution. 3 x - 6 = 4 (2 - 3 x) - 8 x x =,14/23,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,751,738,473,751,0.3648468708388815,0.1917443408788282,0.5086551264980027,"[{""answer_norm"": ""14/23"", ""n"": 471}, {""answer_norm"": ""2"", ""n"": 48}, {""answer_norm"": ""14/25"", ""n"": 12}, {""answer_norm"": ""23/14"", ""n"": 12}, {""answer_norm"": ""14"", ""n"": 10}]",model_dev,
148929,PRABMTN9,1,Fill-in-the-blank(s),Numeric,Solve the equation and check your solution. 1 2 z + 6 = 3 2 ( z + 6 ) z =,Solve the equation and check your solution. 1 / 2 z + 6 = 3 / 2 (z + 6) z =,-3,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,726,716,479,726,0.3264462809917355,0.2506887052341597,0.5840220385674931,"[{""answer_norm"": ""-3"", ""n"": 535}, {""answer_norm"": ""0"", ""n"": 31}, {""answer_norm"": ""-6"", ""n"": 20}, {""answer_norm"": ""3"", ""n"": 18}, {""answer_norm"": ""9/2"", ""n"": 13}]",model_dev,
149101,PRABMTPA,1,Fill-in-the-blank(s),Numeric,Solve the equation and check your solution. 9 − 7 w = 8 w + 8 w =,Solve the equation and check your solution. 9 - 7 w = 8 w + 8 w =,15-Jan,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,731,721,531,731,0.2640218878248974,0.1477428180574555,0.6470588235294118,"[{""answer_norm"": ""1/15"", ""n"": 555}, {""answer_norm"": ""15"", ""n"": 27}, {""answer_norm"": ""1"", ""n"": 25}, {""answer_norm"": ""-1"", ""n"": 10}, {""answer_norm"": ""0"", ""n"": 8}]",model_dev,
149750,PRABQB3V,1,Fill-in-the-blank(s),Numeric,Jada eats 2 scoops of ice cream in 5 minutes. Noah eats 3 scoops of ice cream in 5minutes. How long does it take them to eat 1 scoop of ice cream working together (if they continue eating ice cream at the same rate they do individually)? minute(s),Jada eats 2 scoops of ice cream in 5 minutes. Noah eats 3 scoops of ice cream in 5minutes. How long does it take them to eat 1 scoop of ice cream working together (if they continue eating ice cream at the same rate they do individually)? minute(s),1,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,28,28,24,28,0.1428571428571428,0.0,0.7857142857142857,"[{""answer_norm"": ""1"", ""n"": 22}, {""answer_norm"": ""4"", ""n"": 2}, {""answer_norm"": ""1.25"", ""n"": 1}, {""answer_norm"": ""1.5"", ""n"": 1}, {""answer_norm"": ""150"", ""n"": 1}]",model_dev,
149859,PRABQB3W,1,Fill-in-the-blank(s),Numeric,"The garden hose at Andre's house can fill a 5-gallon bucket in 2 minutes. The hose at his next-door neighbor’s house can fill a 10-gallon bucket in 8 minutes. If they use both their garden hoses at the same time, and the hoses continue working at the same rate they did when filling a bucket, how long will it take to fill a 750-gallon pool? minutes","The garden hose at Andre's house can fill a 5-gallon bucket in 2 minutes. The hose at his next-door neighbor’s house can fill a 10-gallon bucket in 8 minutes. If they use both their garden hoses at the same time, and the hoses continue working at the same rate they did when filling a bucket, how long will it take to fill a 750-gallon pool? minutes",200,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,26,26,20,26,0.2307692307692307,0.0,0.4615384615384615,"[{""answer_norm"": ""200"", ""n"": 14}, {""answer_norm"": ""1"", ""n"": 1}, {""answer_norm"": ""1.25"", ""n"": 1}, {""answer_norm"": ""150"", ""n"": 1}, {""answer_norm"": ""16"", ""n"": 1}]",model_dev,
150076,PSB6C5,2,Fill-in-the-blank(s),Numeric,Solve the equation correctly. x =,Solve the equation correctly. x =,-36,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,60,54,41,60,0.3166666666666666,0.0,0.3333333333333333,"[{""answer_norm"": ""-36"", ""n"": 30}, {""answer_norm"": ""36"", ""n"": 7}, {""answer_norm"": ""18"", ""n"": 4}, {""answer_norm"": ""3"", ""n"": 4}, {""answer_norm"": ""24"", ""n"": 2}]",test,
150895,PSB6H4,1,Fill-in-the-blank(s),Numeric,A storage box has a volume of 56 cubic inches. The base of the box is 4 inches by 4 inches. What is the height of the box? inches,A storage box has a volume of 56 cubic inches. The base of the box is 4 inches by 4 inches. What is the height of the box? inches,3 1/2,fraction,6.G.A.2,Find the Volume of Rectangular Prisms with Fractional Sides,268,244,189,268,0.2686567164179104,0.0820895522388059,0.5634328358208955,"[{""answer_norm"": ""3.5"", ""n"": 95}, {""answer_norm"": ""3 1/2"", ""n"": 51}, {""answer_norm"": ""3 8/16"", ""n"": 23}, {""answer_norm"": ""14"", ""n"": 14}, {""answer_norm"": ""4"", ""n"": 12}]",test,
151049,PSB6H4,2,Fill-in-the-blank(s),Numeric,"Lin’s teacher uses the box to store her set of cubes with an edge length of 1 2 inch. If the box is completely full, how many cubes are in the set? cubes","Lin’s teacher uses the box to store her set of cubes with an edge length of 1 / 2 inch. If the box is completely full, how many cubes are in the set? cubes",448,fraction,6.G.A.2,Find the Volume of Rectangular Prisms with Fractional Sides,254,237,137,254,0.3937007874015748,0.2795275590551181,0.389763779527559,"[{""answer_norm"": ""448"", ""n"": 129}, {""answer_norm"": ""112"", ""n"": 37}, {""answer_norm"": ""7"", ""n"": 15}, {""answer_norm"": ""8"", ""n"": 9}, {""answer_norm"": ""28"", ""n"": 8}]",test,
151389,PSB6N4,1,Fill-in-the-blank(s),Numeric,28 is 7 times what number?,28 is 7 times what number?,4,fraction,4.OA.A.1 | 4.NBT.A.1 | 4.NF.B.4b,Interpret & Represent Multiplicative Comparisons as Multiplication Equations | Recognize & Apply Concepts of Place Value Relationships | Multiply a Fraction by a Whole Number,126,126,115,126,0.0873015873015873,0.0,0.8333333333333334,"[{""answer_norm"": ""4"", ""n"": 107}, {""answer_norm"": ""196"", ""n"": 9}, {""answer_norm"": ""14"", ""n"": 2}, {""answer_norm"": ""19"", ""n"": 1}, {""answer_norm"": ""197"", ""n"": 1}]",validation,
151533,PSB6N4,2,Fill-in-the-blank(s),Numeric,8 is 32 times what number?,8 is 32 times what number?,4-Jan,fraction,4.OA.A.1 | 4.NBT.A.1 | 4.NF.B.4b,Interpret & Represent Multiplicative Comparisons as Multiplication Equations | Recognize & Apply Concepts of Place Value Relationships | Multiply a Fraction by a Whole Number,126,126,94,126,0.2539682539682539,0.0,0.0952380952380952,"[{""answer_norm"": ""4"", ""n"": 95}, {""answer_norm"": ""1/4"", ""n"": 8}, {""answer_norm"": ""0.25"", ""n"": 7}, {""answer_norm"": ""256"", ""n"": 5}, {""answer_norm"": ""0"", ""n"": 1}]",validation,
151647,PSB6N4,3,Fill-in-the-blank(s),Numeric,4000 is 4 times what number?,4000 is 4 times what number?,1000,fraction,4.OA.A.1 | 4.NBT.A.1 | 4.NF.B.4b,Interpret & Represent Multiplicative Comparisons as Multiplication Equations | Recognize & Apply Concepts of Place Value Relationships | Multiply a Fraction by a Whole Number,126,126,111,126,0.119047619047619,0.0,0.7222222222222222,"[{""answer_norm"": ""1000"", ""n"": 90}, {""answer_norm"": ""100"", ""n"": 9}, {""answer_norm"": ""16000"", ""n"": 8}, {""answer_norm"": ""1,000"", ""n"": 5}, {""answer_norm"": ""1"", ""n"": 1}]",validation,
151827,PSB6SM,1,Fill-in-the-blank(s),Numeric,Three cones have a volume of 192 π cm 3 . Cone A has a radius of 2 cm. Cone B has a radius of 3 cm. Cone C has a radius of 4 cm. Find the height of each cone A. cm,Three cones have a volume of 192 pi cm^(3). Cone A has a radius of 2 cm. Cone B has a radius of 3 cm. Cone C has a radius of 4 cm. Find the height of each cone A. cm,144,geometry_measurement,8.G.C.9,Know & Use Volume Formulas,476,475,303,476,0.3592436974789916,0.1428571428571428,0.5357142857142857,"[{""answer_norm"": ""144"", ""n"": 334}, {""answer_norm"": ""48"", ""n"": 30}, {""answer_norm"": ""4"", ""n"": 17}, {""answer_norm"": ""16"", ""n"": 12}, {""answer_norm"": ""45.84"", ""n"": 8}]",test,
151987,PSB6SM,2,Fill-in-the-blank(s),Numeric,Three cones have a volume of 192 π cm 3 . Cone A has a radius of 2 cm. Cone B has a radius of 3 cm. Cone C has a radius of 4 cm. Find the height of each cone B. cm,Three cones have a volume of 192 pi cm^(3). Cone A has a radius of 2 cm. Cone B has a radius of 3 cm. Cone C has a radius of 4 cm. Find the height of each cone B. cm,64,geometry_measurement,8.G.C.9,Know & Use Volume Formulas,472,471,331,472,0.2966101694915254,0.125,0.6504237288135594,"[{""answer_norm"": ""64"", ""n"": 394}, {""answer_norm"": ""192"", ""n"": 4}, {""answer_norm"": ""6"", ""n"": 4}, {""answer_norm"": ""96"", ""n"": 4}, {""answer_norm"": ""21 1/3"", ""n"": 3}]",test,
152004,PSB6SB,1,Fill-in-the-blank(s),Numeric,"A store sells ice cream with assorted toppings. They charge $3.00 for an ice cream, plus 50 cents per ounce of toppings. How much does an ice cream cost with 4 ounces of toppings? $","A store sells ice cream with assorted toppings. They charge $3.00 for an ice cream, plus 50 cents per ounce of toppings. How much does an ice cream cost with 4 ounces of toppings? $",5,equation_algebra,7.EE.B.3,Solve Applied Problems Using Numerical and Algebraic Expressions and Equations,97,97,89,97,0.0824742268041237,0.0,0.8144329896907216,"[{""answer_norm"": ""5"", ""n"": 59}, {""answer_norm"": ""5.00"", ""n"": 26}, {""answer_norm"": ""$5.00"", ""n"": 2}, {""answer_norm"": ""2"", ""n"": 2}, {""answer_norm"": ""4.00"", ""n"": 2}]",model_dev,
152091,PSB6SB,2,Fill-in-the-blank(s),Numeric,"A store sells ice cream with assorted toppings. They charge $3.00 for an ice cream, plus 50 cents per ounce of toppings. How much does an ice cream cost with 11 ounces of toppings? $","A store sells ice cream with assorted toppings. They charge $3.00 for an ice cream, plus 50 cents per ounce of toppings. How much does an ice cream cost with 11 ounces of toppings? $",8.5,equation_algebra,7.EE.B.3,Solve Applied Problems Using Numerical and Algebraic Expressions and Equations,97,97,86,97,0.1134020618556701,0.0,0.7525773195876289,"[{""answer_norm"": ""8.50"", ""n"": 53}, {""answer_norm"": ""8.5"", ""n"": 26}, {""answer_norm"": ""5.5"", ""n"": 3}, {""answer_norm"": ""5.50"", ""n"": 2}, {""answer_norm"": ""$8.50"", ""n"": 1}]",model_dev,
152166,PSB6SM,3,Fill-in-the-blank(s),Numeric,Three cones have a volume of 192 π cm 3 . Cone A has a radius of 2 cm. Cone B has a radius of 3 cm. Cone C has a radius of 4 cm. Find the height of each cone C. cm,Three cones have a volume of 192 pi cm^(3). Cone A has a radius of 2 cm. Cone B has a radius of 3 cm. Cone C has a radius of 4 cm. Find the height of each cone C. cm,36,geometry_measurement,8.G.C.9,Know & Use Volume Formulas,470,470,328,470,0.3,0.1553191489361702,0.6723404255319149,"[{""answer_norm"": ""36"", ""n"": 401}, {""answer_norm"": ""32"", ""n"": 10}, {""answer_norm"": ""12"", ""n"": 6}, {""answer_norm"": ""26"", ""n"": 4}, {""answer_norm"": ""8"", ""n"": 4}]",test,
152206,PSB6SB,3,Fill-in-the-blank(s),Numeric,"A store sells ice cream with assorted toppings. They charge $3.00 for an ice cream, plus 50 cents per ounce of toppings. If Elena’s ice cream cost $1.50 more than Jada’s ice cream, how much more did Elena’s toppings weigh? ounces of toppings","A store sells ice cream with assorted toppings. They charge $3.00 for an ice cream, plus 50 cents per ounce of toppings. If Elena’s ice cream cost $1.50 more than Jada’s ice cream, how much more did Elena’s toppings weigh? ounces of toppings",3,equation_algebra,7.EE.B.3,Solve Applied Problems Using Numerical and Algebraic Expressions and Equations,97,97,81,97,0.1649484536082474,0.0,0.7319587628865979,"[{""answer_norm"": ""3"", ""n"": 79}, {""answer_norm"": ""1"", ""n"": 3}, {""answer_norm"": "".75"", ""n"": 1}, {""answer_norm"": ""0.03"", ""n"": 1}, {""answer_norm"": ""0.75"", ""n"": 1}]",model_dev,
153081,PSB6YG,2,Fill-in-the-blank(s),Numeric,Solve the system of equations to find the number of bicycles in the store. bicycles,Solve the system of equations to find the number of bicycles in the store. bicycles,178,equation_algebra,8.EE.C.8c,Solve Systems of Linear Equations Word Problems,389,389,199,389,0.4858611825192802,0.377892030848329,0.4395886889460154,"[{""answer_norm"": ""178"", ""n"": 289}, {""answer_norm"": ""18"", ""n"": 19}, {""answer_norm"": ""24"", ""n"": 3}, {""answer_norm"": ""5"", ""n"": 3}, {""answer_norm"": ""10"", ""n"": 2}]",validation,
153748,PSB66B,1,Fill-in-the-blank(s),Numeric,"There are 90 kids in the band. 20% of the kids own their own instruments, and the rest rent them. How many kids own their own instruments? kids","There are 90 kids in the band. 20% of the kids own their own instruments, and the rest rent them. How many kids own their own instruments? kids",18,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,954,942,809,954,0.1436058700209643,0.040880503144654,0.759958071278826,"[{""answer_norm"": ""18"", ""n"": 776}, {""answer_norm"": ""72"", ""n"": 28}, {""answer_norm"": ""4.5"", ""n"": 17}, {""answer_norm"": ""70"", ""n"": 14}, {""answer_norm"": ""450"", ""n"": 10}]",model_dev,
153749,PRABG4ZE,1,Fill-in-the-blank(s),Numeric,Find the sum. - 240 + 370 =,Find the sum. - 240 + 370 =,130,ratio_percent,7.NS.A.1d,Apply Properties of Operations to Add/Subtract Rational Numbers,697,679,633,697,0.0918220946915351,0.0043041606886657,0.8077474892395983,"[{""answer_norm"": ""130"", ""n"": 583}, {""answer_norm"": ""610"", ""n"": 24}, {""answer_norm"": ""-130"", ""n"": 19}, {""answer_norm"": ""100"", ""n"": 13}, {""answer_norm"": ""-610"", ""n"": 11}]",model_dev,
153894,PSB66B,2,Fill-in-the-blank(s),Numeric,"There are 90 kids in the band. 20% of the kids own their own instruments, and the rest rent them. How many kids rent instruments? kids","There are 90 kids in the band. 20% of the kids own their own instruments, and the rest rent them. How many kids rent instruments? kids",72,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,861,851,758,861,0.1126596980255516,0.0290360046457607,0.8083623693379791,"[{""answer_norm"": ""72"", ""n"": 738}, {""answer_norm"": ""82"", ""n"": 24}, {""answer_norm"": ""18"", ""n"": 15}, {""answer_norm"": ""80"", ""n"": 10}, {""answer_norm"": ""70"", ""n"": 6}]",model_dev,
154014,PSB66B,3,Fill-in-the-blank(s),Numeric,"There are 90 kids in the band. 20% of the kids own their own instruments, and the rest rent them. What percentage of kids rent their instruments? %","There are 90 kids in the band. 20% of the kids own their own instruments, and the rest rent them. What percentage of kids rent their instruments? %",80,ratio_percent,6.RP.A.3c,Solve Problems Involving Percents,860,851,702,860,0.1709302325581395,0.0325581395348837,0.7162790697674418,"[{""answer_norm"": ""80"", ""n"": 676}, {""answer_norm"": ""72"", ""n"": 36}, {""answer_norm"": ""70"", ""n"": 33}, {""answer_norm"": ""80%"", ""n"": 17}, {""answer_norm"": ""18"", ""n"": 14}]",model_dev,
154547,PRABG4ZF,1,Fill-in-the-blank(s),Numeric,Find the sum. - 5 . 7 + ( - 4 . 2 ),Find the sum. - 5.7 + (- 4.2),-9.9,ratio_percent,7.NS.A.1d,Apply Properties of Operations to Add/Subtract Rational Numbers,696,678,577,696,0.168103448275862,0.0258620689655172,0.5761494252873564,"[{""answer_norm"": ""-9.9"", ""n"": 428}, {""answer_norm"": ""9.9"", ""n"": 145}, {""answer_norm"": ""1.5"", ""n"": 50}, {""answer_norm"": ""-1.5"", ""n"": 38}, {""answer_norm"": ""0"", ""n"": 4}]",model_dev,
154770,PRABETX5,1,Fill-in-the-blank(s),Numeric,Solve the equation. 4a = -28 a =,Solve the equation. 4a = -28 a =,-7,equation_algebra,7.EE.B.4a,Solve 2-Step Equations,2361,2288,2157,2361,0.0847098686997035,0.0279542566709021,0.7882253282507412,"[{""answer_norm"": ""-7"", ""n"": 1947}, {""answer_norm"": ""7"", ""n"": 189}, {""answer_norm"": ""-8"", ""n"": 52}, {""answer_norm"": ""-6"", ""n"": 31}, {""answer_norm"": ""-4"", ""n"": 12}]",model_dev,
155183,PRABMSJM,1,Fill-in-the-blank(s),Numeric,Solve the equation. b - -6 = -2 b =,Solve the equation. b - -6 = -2 b =,-8,equation_algebra,7.EE.B.4a,Solve 2-Step Equations,2401,2279,1952,2401,0.1832569762598917,0.0191586838817159,0.6434818825489379,"[{""answer_norm"": ""-8"", ""n"": 1659}, {""answer_norm"": ""4"", ""n"": 328}, {""answer_norm"": ""8"", ""n"": 121}, {""answer_norm"": ""-4"", ""n"": 117}, {""answer_norm"": ""3"", ""n"": 46}]",test,
155341,PRABEPDG,1,Fill-in-the-blank(s),Numeric,Solve the equation and check your solution. - 2 ( 3 x - 4 ) = 4 ( x + 3 ) + 6 x =,Solve the equation and check your solution. - 2 (3 x - 4) = 4 (x + 3) + 6 x =,-1,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,460,460,306,460,0.3239130434782609,0.3217391304347826,0.5869565217391305,"[{""answer_norm"": ""-1"", ""n"": 359}, {""answer_norm"": ""1"", ""n"": 15}, {""answer_norm"": ""-5"", ""n"": 10}, {""answer_norm"": ""x=-1"", ""n"": 7}, {""answer_norm"": ""-13"", ""n"": 4}]",model_dev,
155484,PRABMSJN,1,Fill-in-the-blank(s),Numeric,Solve the equation. - c + 4 = - 9 c =,Solve the equation. - c + 4 = - 9 c =,13,equation_algebra,7.EE.B.4a,Solve 2-Step Equations,2299,2236,1756,2299,0.234884732492388,0.0260983036102653,0.4153979991300565,"[{""answer_norm"": ""13"", ""n"": 1050}, {""answer_norm"": ""-13"", ""n"": 792}, {""answer_norm"": ""-5"", ""n"": 206}, {""answer_norm"": ""5"", ""n"": 111}, {""answer_norm"": ""-9"", ""n"": 17}]",model_dev,
155556,PRABMT57,1,Fill-in-the-blank(s),Numeric,Solve the equation and check your solution. 1 2 z + 4 - 6 = - 2 z + 8 z =,Solve the equation and check your solution. 1 / 2 (z + 4) - 6 = - 2 z + 8 z =,24/5,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,427,427,267,427,0.3676814988290398,0.4098360655737705,0.5550351288056206,"[{""answer_norm"": ""24/5"", ""n"": 240}, {""answer_norm"": ""4.8"", ""n"": 86}, {""answer_norm"": ""8"", ""n"": 11}, {""answer_norm"": ""-8"", ""n"": 8}, {""answer_norm"": ""3"", ""n"": 6}]",model_dev,
155730,PRABMT58,1,Fill-in-the-blank(s),Numeric,Solve the equation and check your solution. 4 w − 7 = 6 w + 31 w =,Solve the equation and check your solution. 4 w - 7 = 6 w + 31 w =,-19,ratio_percent,8.EE.C.7b,Solve Multi-Step Linear Equations with Rational Number Coefficients,437,437,314,437,0.2723112128146453,0.2425629290617849,0.6292906178489702,"[{""answer_norm"": ""-19"", ""n"": 363}, {""answer_norm"": ""19"", ""n"": 23}, {""answer_norm"": ""-1"", ""n"": 3}, {""answer_norm"": ""-12"", ""n"": 3}, {""answer_norm"": ""-3.8"", ""n"": 3}]",model_dev,
155769,PRABMSJP,1,Fill-in-the-blank(s),Numeric,Solve the equation. -3d + 7 = 1 d =,Solve the equation. -3d + 7 = 1 d =,2,equation_algebra,7.EE.B.4a,Solve 2-Step Equations,2258,2202,1819,2258,0.1930912311780336,0.012400354295837,0.6939769707705934,"[{""answer_norm"": ""2"", ""n"": 1755}, {""answer_norm"": ""-2"", ""n"": 132}, {""answer_norm"": ""-6"", ""n"": 41}, {""answer_norm"": ""-3"", ""n"": 34}, {""answer_norm"": ""3"", ""n"": 27}]",validation,
