subjid,prob,resp,strategy,instruction_nl,response_nl
817,3/5:2/5,4/10,"Since 2 and...since 3 and 2, I was trying to go over the orders 'cause I have no idea of that. I'm used to different things like this. And like 5 plus 5 equals 10. Trial 502.",Solve this fraction problem: 3/5:2/5=?,"Since 2 and...since 3 and 2, I was trying to go over the orders 'cause I have no idea of that. I'm used to different things like this. And like 5 plus 5 equals 10. Trial 502.
### answer: 4/10"
817,3/5*2/5,5/25,Trial 601.,Solve this fraction problem: 3/5*2/5=?,"Trial 601.
### answer: 5/25"
817,3/5*1/2,4/7,I did that because I was times-ing pretty much I think.,Solve this fraction problem: 3/5*1/2=?,"I did that because I was times-ing pretty much I think.
### answer: 4/7"
817,3/5-2/5,1,Since it would be zero. Trial 701.,Solve this fraction problem: 3/5-2/5=?,"Since it would be zero. Trial 701.
### answer: 1"
817,3/5-1/2,2/3,I was subtracting. Trial 702.,Solve this fraction problem: 3/5-1/2=?,"I was subtracting. Trial 702.
### answer: 2/3"
818,3/5+2/5,1/2,"5 over 10. (mumbles) you can divide. 3 plus 2 is 5 and 5 plus 5 is 10. Then I divided 5 into 5 and I got 1 and I got, I divide 5 into 10 and got 2.",Solve this fraction problem: 3/5+2/5=?,"5 over 10. (mumbles) you can divide. 3 plus 2 is 5 and 5 plus 5 is 10. Then I divided 5 into 5 and I got 1 and I got, I divide 5 into 10 and got 2.
### answer: 1/2"
818,3/5+1/2,4/7,"I did 3 plus 1 is 4 and I did 5 plus 2 is 7, 4 over 7.",Solve this fraction problem: 3/5+1/2=?,"I did 3 plus 1 is 4 and I did 5 plus 2 is 7, 4 over 7.
### answer: 4/7"
818,3/5:1/2,6/5,I did 3 times 2 is 6 and then I did 5 times 1 is 5 and then I put 6 over 5 and eigh6 over 5.,Solve this fraction problem: 3/5:1/2=?,"I did 3 times 2 is 6 and then I did 5 times 1 is 5 and then I put 6 over 5 and eigh6 over 5.
### answer: 6/5"
818,3/5:2/5,3/2,Trial 502. I multiplied 5 times 3 is 15 and 5 times 2 is 10 and then I divided by 5.,Solve this fraction problem: 3/5:2/5=?,"Trial 502. I multiplied 5 times 3 is 15 and 5 times 2 is 10 and then I divided by 5.
### answer: 3/2"
818,3/5*2/5,2/3,"I did 5 times 3, 15. 5 times 2 is 10 and divided by 5 I got 2 over 3.",Solve this fraction problem: 3/5*2/5=?,"I did 5 times 3, 15. 5 times 2 is 10 and divided by 5 I got 2 over 3.
### answer: 2/3"
818,3/5*1/2,6/5,6 over 5. I think I'm going these right uh. (Researcher: Do you think you know what you did there?) I think so.,Solve this fraction problem: 3/5*1/2=?,"6 over 5. I think I'm going these right uh. (Researcher: Do you think you know what you did there?) I think so.
### answer: 6/5"
818,3/5-2/5,1 1/1,3 minus 2 is 1 and 5 minus 5 is 0 but it would just be a plain old 1 so I just put 1.,Solve this fraction problem: 3/5-2/5=?,"3 minus 2 is 1 and 5 minus 5 is 0 but it would just be a plain old 1 so I just put 1.
### answer: 1 1/1"
818,3/5-1/2,2/3,3 minus 1 is 2. 3 and 3 minus 1 is 2 and 5 minus 2 is 3. For trial 207.,Solve this fraction problem: 3/5-1/2=?,"3 minus 1 is 2. 3 and 3 minus 1 is 2 and 5 minus 2 is 3. For trial 207.
### answer: 2/3"
820,3/5+2/5,1,"For trial 401, um 5 and 5 is in the denominator so I kept that the same but when I added uh si..or 3 and 2 were 5 and 5 over 5 would equal 1 so I pjust put 1.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, um 5 and 5 is in the denominator so I kept that the same but when I added uh si..or 3 and 2 were 5 and 5 over 5 would equal 1 so I pjust put 1.
### answer: 1"
820,3/5+1/2,1 1/10,"For trial 402, I found a common denominator for 5 and 2 which would be 10 so I made the denominator 10. When I added 5 and 6, I got 11/10 but since that is an improper fraction, I had to change it to a mixed number and I got 1 and 1/10",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I found a common denominator for 5 and 2 which would be 10 so I made the denominator 10. When I added 5 and 6, I got 11/10 but since that is an improper fraction, I had to change it to a mixed number and I got 1 and 1/10
### answer: 1 1/10"
820,3/5:1/2,1/10,"For trial 501, I uh found a common denominator of 5 and 2 which would be 10 and got uh 6 divided 5 and that would be 1 so I put 1/10s.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I uh found a common denominator of 5 and 2 which would be 10 and got uh 6 divided 5 and that would be 1 so I put 1/10s.
### answer: 1/10"
820,3/5:2/5,1/5,"For trial 502, the denomonators were already the same so I didnt have to do anything to those so I just brought that over as 5 and 2 can go into 3 one time so that would be 1/5.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, the denomonators were already the same so I didnt have to do anything to those so I just brought that over as 5 and 2 can go into 3 one time so that would be 1/5.
### answer: 1/5"
820,3/5*2/5,6/25,"For trial 601, um, for multiplying I just cross multiplied. Multipled 3 by 2 to get 6, 5 times 5 to get 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, um, for multiplying I just cross multiplied. Multipled 3 by 2 to get 6, 5 times 5 to get 25.
### answer: 6/25"
820,3/5*1/2,3/10,"For trial 602, I multiplied 3 by 1 to get 3 and 5 by 2 to get 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I multiplied 3 by 1 to get 3 and 5 by 2 to get 10.
### answer: 3/10"
820,3/5-2/5,1/5,"For trial 701, I subtracted 3 from 2 and got 1 and I just bourhg the denominator is 5 cause that s what the other 2 were.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I subtracted 3 from 2 and got 1 and I just bourhg the denominator is 5 cause that s what the other 2 were.
### answer: 1/5"
820,3/5-1/2,1/10,"For trial 702, I found the common denominator which was 10 and because I multiplied the 5 by 2, I multiplied 3 by 2, got 6. And since I multiplied 2 by 5, I multiplied 1 by 5 and I subtracted 6 and 1 and got 1. And I just kept the denominator as 10.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I found the common denominator which was 10 and because I multiplied the 5 by 2, I multiplied 3 by 2, got 6. And since I multiplied 2 by 5, I multiplied 1 by 5 and I subtracted 6 and 1 and got 1. And I just kept the denominator as 10.
### answer: 1/10"
821,3/5+2/5,1,"For trial 401, I saw that the denominators were the same so I added right across the top to get 5 out of 5 which equals 1.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, I saw that the denominators were the same so I added right across the top to get 5 out of 5 which equals 1.
### answer: 1"
821,3/5+1/2,1 1/10,"For trial 402, I made the least common denominator which would be 10. So I multiplied the first numerator by 2 to get 6 and the second numerator by 5 to get 5 and added across the top to get 11/10 and simplified to get 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I made the least common denominator which would be 10. So I multiplied the first numerator by 2 to get 6 and the second numerator by 5 to get 5 and added across the top to get 11/10 and simplified to get 1 and 1/10.
### answer: 1 1/10"
821,3/5:1/2,1 1/5,"For trial 501, I made the...the 1/2 the reciprocal then multplied across the top and bottom to get 1 and 1/5.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I made the...the 1/2 the reciprocal then multplied across the top and bottom to get 1 and 1/5.
### answer: 1 1/5"
821,3/5:2/5,1 1/2,"For trial 502, I made the 2/5 the reciprocal then multiplied the top to get 15 over 10 then reduced to get 1 and 1/2.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I made the 2/5 the reciprocal then multiplied the top to get 15 over 10 then reduced to get 1 and 1/2.
### answer: 1 1/2"
821,3/5*2/5,6/25,"For trial 601, I multiplied the numerators to get 6 and multiplied the denominators to get 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I multiplied the numerators to get 6 and multiplied the denominators to get 25.
### answer: 6/25"
821,3/5*1/2,3/10,"For trial 602, I multiplied across the top to get 3 and multiplied the denominators to get 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I multiplied across the top to get 3 and multiplied the denominators to get 10.
### answer: 3/10"
821,3/5-2/5,1/5,"For trial 701, since the denominators were equal, I just subtracted across the top to get 1.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, since the denominators were equal, I just subtracted across the top to get 1.
### answer: 1/5"
821,3/5-1/2,1/10,"For trial 702, I made the... I made like denominators and equaled out the numerators and subtracted the fractions.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I made the... I made like denominators and equaled out the numerators and subtracted the fractions.
### answer: 1/10"
823,3/5+2/5,1 1/5,"For trial 401, I added 3 and 2 top numnumer.. And I added and got 6/5 and I changed it to a mixed number and got 1 and 1/5.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, I added 3 and 2 top numnumer.. And I added and got 6/5 and I changed it to a mixed number and got 1 and 1/5.
### answer: 1 1/5"
823,3/5+1/2,1 1/10,"For trial 402, I first changed 3/5 to 6/10 cause I had to find the least common denominator and I changed 1/2 to 5/10 and I added and got 11/10 and then I changed it to a mixed number, 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I first changed 3/5 to 6/10 cause I had to find the least common denominator and I changed 1/2 to 5/10 and I added and got 11/10 and then I changed it to a mixed number, 1 and 1/10.
### answer: 1 1/10"
823,3/5:1/2,1 1/5,"For trial 501, I first... I first wrote the problem down then I found the reciprocal for the second number. It was 2, one 2 and...2, 1. I then multiplied 3/5 times 2, 1. And I got 6/5. I then changed 6/5 to 1 and 1/5 as a mixed number.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I first... I first wrote the problem down then I found the reciprocal for the second number. It was 2, one 2 and...2, 1. I then multiplied 3/5 times 2, 1. And I got 6/5. I then changed 6/5 to 1 and 1/5 as a mixed number.
### answer: 1 1/5"
823,3/5:2/5,1 5/10,"For trial 502, I found, I first wrote the problem down, 3/5 divided by 2/5. I then changed 2/5 to its reciprocal which is 5... 5... 5/2. Then I multiplied 3/5 and 5/2 and got 15/10. I then changed 15/10 to a mixed number and it was 1 and 5/10.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I found, I first wrote the problem down, 3/5 divided by 2/5. I then changed 2/5 to its reciprocal which is 5... 5... 5/2. Then I multiplied 3/5 and 5/2 and got 15/10. I then changed 15/10 to a mixed number and it was 1 and 5/10.
### answer: 1 5/10"
823,3/5*2/5,6/25,"For trial 601, I multiplied the numerators across which would be 3 times 2 and got 6 and multiplied the 5, the num.. Or the denominators across which would be 5 times 5 and got 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I multiplied the numerators across which would be 3 times 2 and got 6 and multiplied the 5, the num.. Or the denominators across which would be 5 times 5 and got 25.
### answer: 6/25"
823,3/5*1/2,3/10,"For trial 602, I got, I multiplied the numerators across which would 3 times 2, or 3 times 1 and got 3. And then I multiplied the denominators across and multiplied 5 times 2 and got 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I got, I multiplied the numerators across which would 3 times 2, or 3 times 1 and got 3. And then I multiplied the denominators across and multiplied 5 times 2 and got 10.
### answer: 3/10"
823,3/5-2/5,1/5,"For trial 701, I subtracted the denominators, or the numerators across which would be 3 minus 5 and got 1 and I kept the denominator the same cause they're... they were both 5 and 5. And in a subtraction, I mean when you're subtracting fractions you keep the denominator the same.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I subtracted the denominators, or the numerators across which would be 3 minus 5 and got 1 and I kept the denominator the same cause they're... they were both 5 and 5. And in a subtraction, I mean when you're subtracting fractions you keep the denominator the same.
### answer: 1/5"
823,3/5-1/2,1/10,"For trial 702, I subtracted, or first I got a least common denominator which would be 10 and 10 for both sides then I multiplied... multiplied how I got to 10 which would fi 3 times 2 in the numerators for 3/5 which would make it 6/10 and if I did the same for the second fraction I would get 5/10. I then subtracted both numerators and got 1 and I kept the denominator the same.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I subtracted, or first I got a least common denominator which would be 10 and 10 for both sides then I multiplied... multiplied how I got to 10 which would fi 3 times 2 in the numerators for 3/5 which would make it 6/10 and if I did the same for the second fraction I would get 5/10. I then subtracted both numerators and got 1 and I kept the denominator the same.
### answer: 1/10"
824,3/5+2/5,1,"I just added across and since um it, the fraction is 3/5 plus 2/5, um it would equal 5/5 so it would equaled to be 1.",Solve this fraction problem: 3/5+2/5=?,"I just added across and since um it, the fraction is 3/5 plus 2/5, um it would equal 5/5 so it would equaled to be 1.
### answer: 1"
824,3/5+1/2,1 1/10,I just found the least common denominator and um and got 6.. Or 6/10 plus 5/10 and that would equal 11/10 and that's an improper fraction. So I put it into a mixed number by um so it would be 1 and 1/10.,Solve this fraction problem: 3/5+1/2=?,"I just found the least common denominator and um and got 6.. Or 6/10 plus 5/10 and that would equal 11/10 and that's an improper fraction. So I put it into a mixed number by um so it would be 1 and 1/10.
### answer: 1 1/10"
824,3/5:1/2,12,"What should I say 'cause I didn't really know how to do it...I just, I wasn't really sure what to do. And I umm, I gues I found the least.. The least common denominator but that's like subraction so.",Solve this fraction problem: 3/5:1/2=?,"What should I say 'cause I didn't really know how to do it...I just, I wasn't really sure what to do. And I umm, I gues I found the least.. The least common denominator but that's like subraction so.
### answer: 12"
824,3/5:2/5,15,I just kind of guessed,Solve this fraction problem: 3/5:2/5=?,"I just kind of guessed
### answer: 15"
824,3/5*2/5,6/10,I just multiplied across 3 times 2 and 5 times 5.,Solve this fraction problem: 3/5*2/5=?,"I just multiplied across 3 times 2 and 5 times 5.
### answer: 6/10"
824,3/5*1/2,30/100,I just multiplied across 3 times 1 and 5 times 2.,Solve this fraction problem: 3/5*1/2=?,"I just multiplied across 3 times 1 and 5 times 2.
### answer: 30/100"
824,3/5-2/5,1/5,The fractions were... had the same denominator so I just subtracted across.,Solve this fraction problem: 3/5-2/5=?,"The fractions were... had the same denominator so I just subtracted across.
### answer: 1/5"
824,3/5-1/2,1/10,I found the least common denominator and um subtracted across.,Solve this fraction problem: 3/5-1/2=?,"I found the least common denominator and um subtracted across.
### answer: 1/10"
826,3/5+2/5,1,They have the same denominator so you just keep it. And then you add the 3 and the 2 which equals 5 so that equals out to 1.,Solve this fraction problem: 3/5+2/5=?,"They have the same denominator so you just keep it. And then you add the 3 and the 2 which equals 5 so that equals out to 1.
### answer: 1"
826,3/5+1/2,1 1/10,They do not have the same den so I had to find a comm den which was 10. So then to get the num to change you mult it by the other number so 5 times 2 equals 6 and then and then 5 times 1 is 5 so then I got 11/10 so then I had to reduce it to 1 and  1/10.,Solve this fraction problem: 3/5+1/2=?,"They do not have the same den so I had to find a comm den which was 10. So then to get the num to change you mult it by the other number so 5 times 2 equals 6 and then and then 5 times 1 is 5 so then I got 11/10 so then I had to reduce it to 1 and  1/10.
### answer: 1 1/10"
826,3/5:1/2,1 3/4,Ok. For this one I had to make the denominator equal so I divided and made both 2/5th's. And then divided the 3 and then the 1 and got 3 so then I had to divide and I chan and then it was a decimal so I had to convert it into a fraction and got 1 and 3/4.,Solve this fraction problem: 3/5:1/2=?,"Ok. For this one I had to make the denominator equal so I divided and made both 2/5th's. And then divided the 3 and then the 1 and got 3 so then I had to divide and I chan and then it was a decimal so I had to convert it into a fraction and got 1 and 3/4.
### answer: 1 3/4"
826,3/5:2/5,1 1/2,Ok. This one had a same denominator so all I did was divide 3 and 2 and I got 1.5 so I just converted that into a fraction and got 1 and 1/2.,Solve this fraction problem: 3/5:2/5=?,"Ok. This one had a same denominator so all I did was divide 3 and 2 and I got 1.5 so I just converted that into a fraction and got 1 and 1/2.
### answer: 1 1/2"
826,3/5*2/5,6/25,I just multiplied 3 times 2 and got 6 and multiplied 5 times 5 and got 25.,Solve this fraction problem: 3/5*2/5=?,"I just multiplied 3 times 2 and got 6 and multiplied 5 times 5 and got 25.
### answer: 6/25"
826,3/5*1/2,3/10,"Ok. For this one, for multiplying fractions you always just multiply across. You take both the numerators and you get your numerator and you take both the denominators you get your denominator. So for this case, 3 times 1 is 3 and 5 times 2 is 10.",Solve this fraction problem: 3/5*1/2=?,"Ok. For this one, for multiplying fractions you always just multiply across. You take both the numerators and you get your numerator and you take both the denominators you get your denominator. So for this case, 3 times 1 is 3 and 5 times 2 is 10.
### answer: 3/10"
826,3/5-2/5,1/5,This one already had a same den so I just subtracted and kept the same denom. 3 minus 2 equals 1 soI got 1/5.,Solve this fraction problem: 3/5-2/5=?,"This one already had a same den so I just subtracted and kept the same denom. 3 minus 2 equals 1 soI got 1/5.
### answer: 1/5"
826,3/5-1/2,1/10,"Ok. For this one again I had to find a common denominator which was 10 so then I multiplied 3 times 2 and got 6 and 5 times 1 and got 5 and then I subtracted 6 timum, subtracted by 1 I mean 5 and then I got 1/10",Solve this fraction problem: 3/5-1/2=?,"Ok. For this one again I had to find a common denominator which was 10 so then I multiplied 3 times 2 and got 6 and 5 times 1 and got 5 and then I subtracted 6 timum, subtracted by 1 I mean 5 and then I got 1/10
### answer: 1/10"
827,3/5+2/5,5/10,"Um I just added again. The num... the 2 numerators and now, now that I realize I remember from class that the denominator always stays the same especially in this problem because it has the same ones. But usually it would be the higher denominator or you would add them.",Solve this fraction problem: 3/5+2/5=?,"Um I just added again. The num... the 2 numerators and now, now that I realize I remember from class that the denominator always stays the same especially in this problem because it has the same ones. But usually it would be the higher denominator or you would add them.
### answer: 5/10"
827,3/5+1/2,4/7,I just added 3 plus 1 and got the answer of 4. and then I went to the den and added 5 plus 2.,Solve this fraction problem: 3/5+1/2=?,"I just added 3 plus 1 and got the answer of 4. and then I went to the den and added 5 plus 2.
### answer: 4/7"
827,3/5:1/2,3/5,Um I couldnt really find the bottom one because it would be a decimal as I think because there's nothing you could multiply 2 by to get to 5.,Solve this fraction problem: 3/5:1/2=?,"Um I couldnt really find the bottom one because it would be a decimal as I think because there's nothing you could multiply 2 by to get to 5.
### answer: 3/5"
827,3/5:2/5,2/5,All I did here was kept the denominator the same and pretty much don't really know what I did with the numerator because I didn't know the answer.,Solve this fraction problem: 3/5:2/5=?,"All I did here was kept the denominator the same and pretty much don't really know what I did with the numerator because I didn't know the answer.
### answer: 2/5"
827,3/5*2/5,6/5,So 3 times 2 is 6 and then it would be 5. All I did was multiply 3 times 2 which is 2 and I didn't multiply anything with the denwith the denominator. Um I'm not... I can't really remember if you keep the denominator the same. I think you do unless there's 2 different numbers.,Solve this fraction problem: 3/5*2/5=?,"So 3 times 2 is 6 and then it would be 5. All I did was multiply 3 times 2 which is 2 and I didn't multiply anything with the denwith the denominator. Um I'm not... I can't really remember if you keep the denominator the same. I think you do unless there's 2 different numbers.
### answer: 6/5"
827,3/5*1/2,3/10,For this one you would... I think I'm right but you would multiply it just because of the fact that there's 2 different numbers.,Solve this fraction problem: 3/5*1/2=?,"For this one you would... I think I'm right but you would multiply it just because of the fact that there's 2 different numbers.
### answer: 3/10"
827,3/5-2/5,1,What I normally wanted to do was 3 minus3 minus 2 equals 1 but now that I realize that it would be a whole number because there was a zero so you would just make the numerator a one number.,Solve this fraction problem: 3/5-2/5=?,"What I normally wanted to do was 3 minus3 minus 2 equals 1 but now that I realize that it would be a whole number because there was a zero so you would just make the numerator a one number.
### answer: 1"
827,3/5-1/2,2/3,"What I did here was knowing that it was subtraction, I mult.or um subtracted 3 minus 1 and got the answer of 2 and for the denominator I subtracted 5 minus 2 and got the answer of 3.",Solve this fraction problem: 3/5-1/2=?,"What I did here was knowing that it was subtraction, I mult.or um subtracted 3 minus 1 and got the answer of 2 and for the denominator I subtracted 5 minus 2 and got the answer of 3.
### answer: 2/3"
828,3/5+2/5,5/10,"For trial 401, 3 plus 2 equals 5 and 5 plus 5 equals 10 giving you 5 over 10.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, 3 plus 2 equals 5 and 5 plus 5 equals 10 giving you 5 over 10.
### answer: 5/10"
828,3/5+1/2,4/7,"For trial 402, I got the answer 4 over 4/7 because 3 plus 1 equals 4 and 5 plus 2 equals 7.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I got the answer 4 over 4/7 because 3 plus 1 equals 4 and 5 plus 2 equals 7.
### answer: 4/7"
828,3/5:1/2,1/19,Trial 501. I don't know how to do this in my head but if I had a calculator I would divide 3 divided by 1 and 5 divided by 2 and I would get the answer.,Solve this fraction problem: 3/5:1/2=?,"Trial 501. I don't know how to do this in my head but if I had a calculator I would divide 3 divided by 1 and 5 divided by 2 and I would get the answer.
### answer: 1/19"
828,3/5:2/5,65/4,"Trial 502. If I had a calculator, I would do 3 divided by 2 and 5 divided by 5.",Solve this fraction problem: 3/5:2/5=?,"Trial 502. If I had a calculator, I would do 3 divided by 2 and 5 divided by 5.
### answer: 65/4"
828,3/5*2/5,6/25,"For trial 601, I gave the answer 6 over 25 because 3 times 2 equals 6 and 5 times 5 equals 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I gave the answer 6 over 25 because 3 times 2 equals 6 and 5 times 5 equals 25.
### answer: 6/25"
828,3/5*1/2,3/10,"For trial 602, I gave the answer 3 over 10 because um 3 times 3 equals 3 and 5 times 2 equals 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I gave the answer 3 over 10 because um 3 times 3 equals 3 and 5 times 2 equals 10.
### answer: 3/10"
828,3/5-2/5,1,"Trial 701. I got the answer 1 because 3 plus 2, I mean 3 minus 2 equals 1 and 5 minus 5 equsl 0.",Solve this fraction problem: 3/5-2/5=?,"Trial 701. I got the answer 1 because 3 plus 2, I mean 3 minus 2 equals 1 and 5 minus 5 equsl 0.
### answer: 1"
828,3/5-1/2,4/3,"Trial 702. I got the asnwer 4/3 because 3 minus 1 equals 5 and 5 plus 2, I mean 5 minus 2 equals 3.",Solve this fraction problem: 3/5-1/2=?,"Trial 702. I got the asnwer 4/3 because 3 minus 1 equals 5 and 5 plus 2, I mean 5 minus 2 equals 3.
### answer: 4/3"
829,3/5+2/5,1,"I tink it's one becauase uh 3/5 plus 2/5, they have a common denominator and if you add 3 to 2 and it equals 5/5 which equals 1.",Solve this fraction problem: 3/5+2/5=?,"I tink it's one becauase uh 3/5 plus 2/5, they have a common denominator and if you add 3 to 2 and it equals 5/5 which equals 1.
### answer: 1"
829,3/5+1/2,11/10,"I think this is 11 over 10 because if you make 3/5 um and one-ha..and one half a common denominators, it would be ss-six, oh wait, 6 over 10 and 5 over 10. So if you add across, 6 plus 5 and if you add the numerators across it's 11/10.  Which equals 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"I think this is 11 over 10 because if you make 3/5 um and one-ha..and one half a common denominators, it would be ss-six, oh wait, 6 over 10 and 5 over 10. So if you add across, 6 plus 5 and if you add the numerators across it's 11/10.  Which equals 1 and 1/10.
### answer: 11/10"
829,3/5:1/2,6/5,"I think it's 6 and 5... 6/5 because um if you divide 3/5 by 1/2 you (mumbling) you can switch 1 the 1/2 the numerator with the dmerator and then you can just multiply across like regular multiplication, 3 times 1..yeah 3 times 2 and then um 5 times 1 which equals 6/5.",Solve this fraction problem: 3/5:1/2=?,"I think it's 6 and 5... 6/5 because um if you divide 3/5 by 1/2 you (mumbling) you can switch 1 the 1/2 the numerator with the dmerator and then you can just multiply across like regular multiplication, 3 times 1..yeah 3 times 2 and then um 5 times 1 which equals 6/5.
### answer: 6/5"
829,3/5:2/5,15/10,"I think it's 15 over 10 because uh if you switch 2/5, um the denominator and numerator around, and then you just multiply across it would be 3 times 5 equals 15 and 5 times 2 equals 10.",Solve this fraction problem: 3/5:2/5=?,"I think it's 15 over 10 because uh if you switch 2/5, um the denominator and numerator around, and then you just multiply across it would be 3 times 5 equals 15 and 5 times 2 equals 10.
### answer: 15/10"
829,3/5*2/5,6/25,"I think it's 6 over 25 because uh you just multiply across which equals 3 times 2 equals 6 and 5 times 5 equals 25. Yeah, you just multiply across.",Solve this fraction problem: 3/5*2/5=?,"I think it's 6 over 25 because uh you just multiply across which equals 3 times 2 equals 6 and 5 times 5 equals 25. Yeah, you just multiply across.
### answer: 6/25"
829,3/5*1/2,3/10,Um I think it's 3/10 because when you multiply fractions you just multiply across which would be 3 times 1 equals 3 and 5 times 2 equals 10.,Solve this fraction problem: 3/5*1/2=?,"Um I think it's 3/10 because when you multiply fractions you just multiply across which would be 3 times 1 equals 3 and 5 times 2 equals 10.
### answer: 3/10"
829,3/5-2/5,1/5,This would equal 1/5 because they're common denominators and you can just subtract the nomnumerators which would be 3 minus 2 equals 1.,Solve this fraction problem: 3/5-2/5=?,"This would equal 1/5 because they're common denominators and you can just subtract the nomnumerators which would be 3 minus 2 equals 1.
### answer: 1/5"
829,3/5-1/2,1/10,"K. I think it's 1 over 10 because if you make them common denominators, 3/5 would equals 6/10 and 1/2 would equal 5/10. And if you subtract 6 minus 5, it equals 1 over 10.",Solve this fraction problem: 3/5-1/2=?,"K. I think it's 1 over 10 because if you make them common denominators, 3/5 would equals 6/10 and 1/2 would equal 5/10. And if you subtract 6 minus 5, it equals 1 over 10.
### answer: 1/10"
830,3/5+2/5,1,And then I did that one because 3 plus 2 is 5 and they have the same denominator so thats like it would be 5/5 which is a whole.,Solve this fraction problem: 3/5+2/5=?,"And then I did that one because 3 plus 2 is 5 and they have the same denominator so thats like it would be 5/5 which is a whole.
### answer: 1"
830,3/5+1/2,4/10,"I don't know, for that one I just wasn't sure. 'Cause I forget like how to do the denominators when they're different. So I just did like 5 times 10. I can't remember, I don't think it's like adding. But I don't know. Wait would I put likeif that's like 1 whole would I put the 1 there or there? Oh ok. Oh .",Solve this fraction problem: 3/5+1/2=?,"I don't know, for that one I just wasn't sure. 'Cause I forget like how to do the denominators when they're different. So I just did like 5 times 10. I can't remember, I don't think it's like adding. But I don't know. Wait would I put likeif that's like 1 whole would I put the 1 there or there? Oh ok. Oh .
### answer: 4/10"
830,3/5:1/2,6/5,I don't know I wasn't sure on that one 'cause'cause like um.. I dont know I remember there was like something with dividing and multiplying with I don't know. So I just multiplied them like diagonally.,Solve this fraction problem: 3/5:1/2=?,"I don't know I wasn't sure on that one 'cause'cause like um.. I dont know I remember there was like something with dividing and multiplying with I don't know. So I just multiplied them like diagonally.
### answer: 6/5"
830,3/5:2/5,6/25,And then that one I just like mltiplied over 'cause I can't remember 'cause there's like either like we like (laugh) divided when we multiply or mulitply when we divided. Or something I think. I don't know. (laughs),Solve this fraction problem: 3/5:2/5=?,"And then that one I just like mltiplied over 'cause I can't remember 'cause there's like either like we like (laugh) divided when we multiply or mulitply when we divided. Or something I think. I don't know. (laughs)
### answer: 6/25"
830,3/5*2/5,6/5,And then I think that one's just 6/5 because they both have the same denominator and like can't remember if you like multiply the denominators or not,Solve this fraction problem: 3/5*2/5=?,"And then I think that one's just 6/5 because they both have the same denominator and like can't remember if you like multiply the denominators or not
### answer: 6/5"
830,3/5*1/2,3/10,And then that one's 3 I don't know if that would be 3/10s or I don't know.,Solve this fraction problem: 3/5*1/2=?,"And then that one's 3 I don't know if that would be 3/10s or I don't know.
### answer: 3/10"
830,3/5-2/5,1/5,"Wait, do I just like say it ? Um okay. I just did like 3 minus 2 is 1 and then you just like use the same denominator so. What if I forget what to do if they like have two different denominators.",Solve this fraction problem: 3/5-2/5=?,"Wait, do I just like say it ? Um okay. I just did like 3 minus 2 is 1 and then you just like use the same denominator so. What if I forget what to do if they like have two different denominators.
### answer: 1/5"
830,3/5-1/2,2/3,"Um, I just did 3 minus 2 is 2 and I didn't know how to do that part so I just did 5 minus 2. That was trial 702.",Solve this fraction problem: 3/5-1/2=?,"Um, I just did 3 minus 2 is 2 and I didn't know how to do that part so I just did 5 minus 2. That was trial 702.
### answer: 2/3"
831,3/5+2/5,1 1/5,"For trial 401, I got 1 and 1 /5 because the denominoators are already the same and 3 plus 2 equals 6 which would be 6 over 5 which is the same as 1 and 1/5.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, I got 1 and 1 /5 because the denominoators are already the same and 3 plus 2 equals 6 which would be 6 over 5 which is the same as 1 and 1/5.
### answer: 1 1/5"
